SeniorCitizen,Dependents,tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
0,1,0.5956921474426305,2,2,2,2,2,1,0.8554368451665879,3674,0
0,1,1.1657772395230555,2,2,2,2,1,1,0.48651791112970877,4074,0
0,0,0.7992939660427822,2,2,2,0,2,1,-0.19980424993890028,2640,0
0,1,0.10704778280226633,2,2,0,0,0,1,-0.17653909193657447,1756,0
0,0,1.5729808767233588,0,2,2,0,1,1,1.3606231332170895,5759,0
0,0,-1.0738427650786138,2,2,0,0,0,0,-0.28289409994720643,3329,1
0,0,0.5142514200025698,2,0,2,0,2,0,-0.3809401229570078,1937,0
1,0,-1.2367242199587352,0,0,0,0,0,1,0.6909189421501416,1442,1
0,0,-1.1552834925186746,0,2,0,0,0,1,0.12923155609399228,2258,1
0,0,-1.2367242199587352,0,0,0,0,0,0,-1.3447823830533592,3257,0
0,0,-1.1552834925186746,0,0,0,0,0,0,0.4350022041245586,2584,1
0,0,0.758573602322752,2,0,0,2,1,0,-0.1615829189350795,2643,0
0,1,1.125056875803025,1,1,1,1,1,0,-1.3564149620545218,920,0
0,0,-0.9516816739185228,1,1,1,1,1,1,-1.4827115340671475,1104,0
0,0,-1.1960038562387048,0,2,2,0,0,1,1.3489905542159264,2808,1
0,0,-0.62591876415828,0,0,2,2,0,1,1.0266019361836989,1116,0
0,0,-0.9924020376385531,0,0,0,0,0,1,0.7407728521551253,5835,1
0,1,0.5549717837226001,2,0,2,2,2,0,0.5396954151350245,3290,0
0,0,1.4508197855632678,2,2,2,2,2,1,0.5878875281398422,4674,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.3742929349563432,4432,1
0,0,-1.1552834925186746,1,1,1,1,1,0,-1.4710789550659844,5961,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-1.3181936310507012,2149,1
0,1,-0.1779947632379461,0,2,0,2,1,1,-0.34438058895335305,934,0
0,0,0.26992923768238775,0,2,0,0,1,1,-0.2047896409393986,1858,0
0,0,-0.8702409464784621,0,0,2,0,0,0,0.6659919871476498,6292,0
0,0,1.5729808767233588,0,2,2,2,2,1,-0.11172900893009581,3671,0
0,1,-1.2367242199587352,1,1,1,1,0,0,-1.4744025490663168,3590,0
1,0,-0.0965540357978854,0,2,2,0,0,1,0.4948268961305394,2001,1
0,0,-0.62591876415828,1,1,1,1,1,0,-1.4827115340671475,3059,0
0,0,0.9214550572028734,0,2,2,0,0,1,0.9867188081797118,4293,0
0,0,1.0436161483629645,2,0,0,0,0,1,0.4998122871310375,3853,0
0,0,-1.1145631287986442,2,0,0,2,0,0,-0.3510277769540174,2673,1
1,0,-1.2774445836787656,1,1,1,1,0,1,-1.505976692069473,1483,1
1,0,-0.9516816739185228,0,0,0,0,0,1,0.3087056321119333,5362,0
0,0,-0.2594354906780068,0,0,0,2,0,0,-0.518869273970796,433,0
0,0,0.7178532386027215,1,1,1,1,2,0,-1.5076384890696393,50,0
0,0,1.6137012404433893,2,2,2,2,2,1,1.624848856243503,6092,0
0,1,0.43281069256250915,2,2,0,2,1,1,1.3705939152180862,3858,0
0,0,0.9621754209229036,1,1,1,1,2,1,-1.289943082047877,824,0
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.517609271070636,1477,0
0,1,1.6137012404433893,0,2,2,0,2,1,1.284180471209448,5701,1
0,0,1.6137012404433893,2,2,0,2,2,1,1.1894580421999785,5682,0
0,0,0.14776814652229667,0,0,0,0,0,1,1.0182929511828682,3009,0
0,0,-1.1145631287986442,0,0,2,2,0,0,0.34526516611558833,3356,0
0,0,-0.7888002190384014,0,2,2,0,0,1,0.6543594081464871,113,1
1,0,0.47353105628253944,0,2,2,0,1,0,0.8105683261621028,3409,0
1,1,1.5322605130033284,0,2,2,2,1,1,1.433742201224399,5761,0
0,0,0.47353105628253944,1,1,1,1,1,0,-1.504314895069307,6161,0
1,0,-0.015113308357824713,0,0,0,0,0,1,0.7042133181514708,2277,1
0,0,1.4915401492832983,1,1,1,1,2,1,-1.3231790220511994,1223,0
1,0,-0.6666391278783103,0,0,0,2,0,0,-0.17820088893674074,49,1
1,1,1.4508197855632678,1,1,1,1,1,0,-1.504314895069307,361,0
0,0,-0.6666391278783103,0,0,0,0,0,1,0.1724382780983114,376,0
0,1,1.4508197855632678,2,2,0,2,2,0,0.6011819041411709,4766,0
0,0,-1.1552834925186746,1,1,1,1,0,0,-1.5209328650709681,5913,0
0,1,-0.2594354906780068,2,2,0,2,0,0,-0.8611994560050172,55,0
0,0,-0.13727439951791576,0,2,0,0,0,1,-1.1353959610324276,6229,1
0,1,-1.1145631287986442,1,1,1,1,0,0,-1.4760643460664828,404,0
0,0,1.5322605130033284,0,2,2,0,1,1,1.0049985751815391,5269,0
0,0,-0.3408762181180675,2,0,0,2,1,0,0.32033821111309646,1214,0
1,0,1.6137012404433893,2,2,2,2,2,0,0.45494376812655235,4694,0
0,0,-1.2774445836787656,0,0,0,2,0,1,0.3170146171127639,5717,0
0,0,1.5322605130033284,0,2,2,2,1,1,-0.45572098796448335,3141,0
0,1,0.14776814652229667,1,1,1,1,0,0,-1.5142856770703037,5531,0
1,0,0.22920887396235737,0,0,0,2,0,1,1.156222102196656,3214,1
0,0,-0.62591876415828,0,0,0,0,0,1,0.17410007509847744,274,1
0,1,0.35136996512244845,0,2,2,2,1,1,1.4736253292283856,3781,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.6468276429835875,3816,1
0,0,-1.2367242199587352,0,0,0,2,0,0,-1.1603229160349193,5774,1
0,0,-0.748079855318371,0,0,2,0,0,0,0.3884718881199074,225,0
1,0,-1.2367242199587352,0,2,2,2,0,1,1.0083221691818711,1345,1
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.4943441130683104,1490,1
0,1,-0.7888002190384014,0,2,2,2,0,1,0.2671607071077802,6396,0
0,0,-1.0738427650786138,1,1,1,1,0,0,-1.5225946620711341,198,0
0,0,-1.1552834925186746,0,2,0,0,0,1,0.395119076120572,2890,1
0,1,-1.1145631287986442,0,2,0,2,0,1,1.1429277261953275,3934,1
0,0,-0.7073594915983407,2,0,2,0,0,0,1.2293411702039656,1152,0
0,0,0.5956921474426305,2,0,0,0,0,0,0.35523594811658493,3071,0
0,0,-0.9924020376385531,0,0,2,2,0,0,-0.021991970921125294,4270,0
0,0,-0.62591876415828,0,0,0,0,0,1,-1.2999138640488739,3751,0
0,1,-0.7073594915983407,2,0,0,0,0,0,0.3436033691154218,288,0
0,0,-0.2594354906780068,2,0,2,2,1,1,1.0332491241843629,2125,0
0,0,-0.38159658183809786,2,0,0,0,0,0,-0.34438058895335305,453,0
1,0,-1.1552834925186746,0,2,0,0,0,0,0.2654989101076142,2754,0
0,1,-0.13727439951791576,1,1,1,1,1,0,-1.4926823160681442,4465,0
0,0,-0.30015585439803716,1,1,1,1,0,0,-1.5192710680708021,3913,0
0,0,-0.9516816739185228,0,0,0,0,0,0,-0.6584602219847502,3670,1
0,0,-0.5851984004382496,0,0,2,0,0,1,-0.5055748979694671,6280,1
1,0,-1.1960038562387048,0,0,0,0,0,1,1.0000131841810405,2908,0
0,1,1.4915401492832983,2,2,2,2,2,0,-0.6152534999804311,2712,0
0,0,-0.748079855318371,1,1,1,1,1,0,-1.5093002860698053,2821,0
0,0,-0.5444780367182193,0,0,0,0,0,0,0.16080569909714826,719,0
1,0,0.26992923768238775,0,2,0,0,0,0,0.8620840331672525,2957,0
0,0,-0.055833672077855064,0,2,2,0,0,1,1.217708591202803,2733,0
0,1,-0.3408762181180675,1,1,1,1,1,0,-1.479387940066815,3727,0
0,0,-0.748079855318371,0,0,0,2,0,0,-0.5305018529719588,5286,0
0,0,1.2879383306831464,2,2,2,2,2,1,0.31867641411292996,4029,0
0,0,0.7178532386027215,1,1,1,1,1,1,-1.5093002860698053,70,0
0,1,0.7992939660427822,0,2,2,2,1,1,0.13255515009432434,3019,0
0,0,-0.1779947632379461,0,2,0,0,1,0,1.1778254631988159,2338,0
0,0,-0.46303730927815856,1,1,1,1,2,1,-1.4594463760648215,3697,0
0,1,-0.30015585439803716,0,2,0,0,0,1,1.0349109211845293,2100,1
0,0,-0.62591876415828,1,1,1,1,1,0,-1.5093002860698053,2666,0
0,0,1.0436161483629645,0,0,0,0,1,1,-0.6567984249845842,2340,0
1,0,-0.62591876415828,0,0,0,0,0,0,0.5563133851366857,599,1
0,0,0.758573602322752,1,1,1,1,2,0,-1.304899255049372,515,0
0,1,1.6137012404433893,2,0,2,2,2,0,-0.5271782589716266,3055,0
0,0,0.7992939660427822,2,0,0,0,0,0,0.642726829145324,3695,1
0,0,-0.21871512695797646,1,1,1,1,2,1,-1.5009913010689746,4644,0
0,0,-1.1960038562387048,1,1,1,1,0,0,-1.4876969250676457,5091,0
0,0,1.2879383306831464,2,2,2,2,2,1,0.5496661971360212,4318,0
0,0,0.5142514200025698,0,0,0,2,2,1,1.0116457631822036,3647,0
1,0,-1.1960038562387048,0,0,0,0,0,1,-0.9409657120129912,6394,1
0,0,1.5729808767233588,0,2,2,2,2,1,0.6161380771426661,4836,0
1,0,-1.2774445836787656,0,0,0,0,0,0,-1.3198554280508674,2148,1
0,1,1.0436161483629645,1,1,1,1,2,0,-1.477726143066649,303,0
0,1,0.06632741908223598,0,2,2,0,0,1,0.8338334841644282,2688,0
0,0,-0.9924020376385531,2,0,0,0,0,1,-0.49560411596847015,3154,1
0,1,-0.7073594915983407,1,1,1,1,0,0,-1.4943441130683104,2363,0
0,1,1.369379058123207,0,0,2,2,2,0,-0.33607160395252245,3139,0
1,0,-0.8295205827584317,0,2,0,0,0,1,-1.1769408860365806,3266,0
0,0,1.0436161483629645,1,1,1,1,2,1,-1.51594747407047,73,0
0,1,-1.1960038562387048,1,1,1,1,2,0,-1.517609271070636,4353,0
1,0,0.43281069256250915,0,2,2,0,0,0,-0.30615925794953225,1977,1
0,0,-0.9516816739185228,0,2,2,0,0,0,0.5247392421335293,5225,0
0,0,-1.1960038562387048,1,1,1,1,1,0,-1.479387940066815,5567,0
0,1,-0.4223169455581282,0,2,0,0,1,1,0.1574821050968162,897,1
0,0,0.3106496014024181,0,2,2,0,1,1,1.3705939152180862,3569,0
0,0,1.4508197855632678,1,1,1,1,2,0,-1.304899255049372,1377,0
0,0,0.880734693482843,0,2,2,0,0,1,1.3140928172124378,4415,1
0,0,0.7178532386027215,0,2,0,2,2,1,0.4931650991303729,3442,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.3161300399505289,4561,0
0,0,1.6137012404433893,2,2,2,2,2,0,0.7740087921584478,5219,0
0,1,0.3106496014024181,1,1,1,1,1,1,-1.4744025490663168,6224,0
0,1,1.6137012404433893,2,2,2,2,2,1,1.7561308192566265,6139,0
0,0,-1.0738427650786138,1,1,1,1,0,0,-1.4876969250676457,173,0
0,0,-1.1145631287986442,1,1,1,1,0,1,-1.4993295040688086,6366,0
0,0,0.6364125111626608,0,2,2,0,1,1,0.19237984210030468,2966,0
0,0,-1.2774445836787656,0,0,0,0,0,1,0.966777244177718,6395,1
0,1,1.2879383306831464,2,0,0,2,1,0,0.034509127084522986,3477,0
0,0,-0.62591876415828,1,1,1,1,1,0,-1.4860351280674797,2925,0
0,0,0.3106496014024181,0,2,2,0,0,1,0.5064594751317021,2751,0
0,1,0.35136996512244845,2,0,2,0,1,0,-0.9758634490164798,756,0
1,0,0.758573602322752,0,2,0,0,1,1,0.4931650991303729,3398,0
0,0,0.35136996512244845,0,2,0,0,0,1,0.5147684601325326,2978,0
0,1,-1.2774445836787656,0,0,2,0,0,0,-0.4756625519664766,4228,1
0,0,-1.2367242199587352,1,1,1,1,0,1,-1.4727407520661506,3588,0
0,0,1.4508197855632678,0,2,2,0,1,0,0.4931650991303729,4538,0
0,1,-0.3408762181180675,1,1,1,1,2,0,-1.33148800705203,4714,0
0,0,1.5322605130033284,2,0,2,2,2,0,0.4167224371227313,4556,0
0,0,-1.1960038562387048,0,0,0,2,0,1,-1.1636465100352518,6469,0
0,0,-1.2367242199587352,0,0,0,0,0,0,-0.6601220189849164,209,0
0,0,-1.1960038562387048,0,2,0,0,0,0,-1.1619847130350858,6420,0
0,0,-1.0331224013585834,0,0,0,2,0,1,0.32864719611392706,4363,1
0,0,-0.7888002190384014,2,0,0,0,0,1,0.23891015810495633,6378,0
0,0,-1.0331224013585834,1,1,1,1,0,0,-1.462769970065154,745,0
0,1,-0.8295205827584317,0,0,0,0,0,1,-0.28123230294704044,5076,0
0,1,0.8400143297628127,0,2,2,0,1,1,1.3456669602155942,4619,0
0,0,-0.8295205827584317,0,0,0,0,0,1,0.9784098231788811,88,1
0,1,1.247217966963116,1,1,1,1,2,0,-1.502653098069141,449,0
0,0,-0.7073594915983407,2,2,2,2,0,0,0.6543594081464871,522,0
0,1,0.14776814652229667,2,2,0,0,1,0,-0.3693075439558449,1541,0
1,0,-1.1552834925186746,0,0,2,0,0,1,-1.1586611190347533,334,0
0,1,-0.3408762181180675,1,1,1,1,2,0,-1.4976677070686424,3846,0
0,0,1.1657772395230555,2,2,2,2,1,0,-0.7000051469889033,2343,0
0,0,-0.6666391278783103,0,2,0,0,0,0,-0.31446824295036285,6275,0
0,1,1.3286586944031769,1,1,1,1,2,1,-1.4926823160681442,489,0
0,1,-0.2594354906780068,1,1,1,1,2,0,-1.4993295040688086,4187,0
0,0,-0.6666391278783103,0,0,0,2,0,1,-0.5088984919697991,6008,0
0,0,0.880734693482843,2,2,0,0,1,0,1.3888736822199135,4759,1
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.4843733310673135,1608,1
0,1,-1.1145631287986442,1,1,1,1,2,0,-1.4727407520661506,119,0
0,0,-0.5444780367182193,0,2,0,0,0,1,-0.8329489070021932,5572,0
0,0,-0.9109613101984924,2,0,0,0,0,1,-0.3410569949530208,4690,0
0,1,-0.38159658183809786,0,2,2,2,0,0,0.6327560471443273,1498,1
0,0,-1.1960038562387048,0,0,0,0,0,0,-0.3194536339508612,1042,1
0,0,1.6137012404433893,0,2,2,2,2,1,1.5567151792366918,6028,0
1,0,-0.9109613101984924,0,0,0,0,0,1,0.7274784761537967,6231,1
0,1,-0.9109613101984924,0,2,2,0,0,1,-0.30615925794953225,4575,0
0,0,-0.8702409464784621,1,1,1,1,1,1,-1.4694171580658184,1399,0
1,0,0.18848851024232702,2,2,0,0,0,1,1.395520870220578,3467,1
0,1,-0.62591876415828,2,0,0,2,1,1,-0.08846385092776998,193,0
0,1,0.14776814652229667,2,0,2,0,0,1,1.3207400052131024,3174,0
1,0,-0.62591876415828,0,2,2,0,0,1,1.2310029672041316,1273,0
1,1,1.369379058123207,2,2,0,2,1,1,1.5234792392333694,5628,0
0,1,1.1657772395230555,2,2,2,2,1,0,0.6693155811479823,4404,0
0,0,-0.4223169455581282,0,2,0,0,0,1,0.9451738831755587,1771,0
0,0,-1.2774445836787656,0,0,0,0,0,1,-1.341458789053027,2039,0
0,0,-1.0738427650786138,0,0,0,0,0,0,0.19237984210030468,3685,0
0,0,-0.055833672077855064,0,2,0,2,0,1,0.45494376812655235,2084,1
0,1,1.4508197855632678,2,2,2,2,2,1,0.6726391751483144,4642,0
0,1,0.06632741908223598,0,0,2,0,0,0,0.7540672281564545,2480,1
0,1,0.7992939660427822,0,2,2,2,0,0,0.6992279271509723,3766,0
0,1,-0.9109613101984924,0,0,2,2,0,1,0.8753784091685812,6474,0
0,1,-0.13727439951791576,0,0,0,0,0,1,0.19902703010096928,1579,1
0,1,1.6137012404433893,1,1,1,1,2,0,-1.4843733310673135,852,0
0,1,0.5956921474426305,1,1,1,1,1,0,-1.4860351280674797,6450,0
0,1,-0.3408762181180675,2,0,0,0,1,0,0.33363258711442517,1376,0
0,0,1.3286586944031769,1,1,1,1,1,0,-1.328164413051698,1060,0
0,0,-1.1552834925186746,0,0,0,2,0,1,1.1994288242009752,3405,0
1,0,-0.8295205827584317,0,2,0,0,0,1,1.2160467942026365,401,1
0,0,-1.2774445836787656,2,0,0,0,0,1,0.5629605731373504,6059,1
0,0,0.025607055362205634,0,0,0,0,0,0,0.11593718009266311,1789,1
0,0,0.06632741908223598,0,2,2,2,0,1,1.3406815692150957,3140,0
0,0,-0.748079855318371,1,1,1,1,2,0,-1.4744025490663168,2523,0
0,0,-1.1552834925186746,0,0,0,0,0,1,0.47820892612887816,2753,1
0,1,-0.7888002190384014,1,1,1,1,1,0,-1.4876969250676457,1794,0
0,1,1.3286586944031769,0,2,0,2,2,1,0.48651791112970877,4292,0
0,1,-0.38159658183809786,2,0,0,2,1,0,-0.25131995694405,779,0
0,0,0.9214550572028734,2,2,2,0,2,0,-0.2047896409393986,2664,0
0,0,0.6771328748826912,0,2,0,0,2,1,0.9983513871808745,3973,0
0,0,1.125056875803025,0,2,2,0,1,0,1.2542681252064576,5024,0
0,1,1.4915401492832983,1,1,1,1,1,1,-1.4760643460664828,822,0
0,0,0.3106496014024181,0,0,0,0,0,1,0.6693155811479823,2923,0
0,0,1.4100994218432374,2,2,0,2,2,1,0.14751132309581955,3954,0
1,0,0.10704778280226633,0,0,0,0,0,1,1.0199547481830342,3008,1
0,1,-0.5444780367182193,0,0,0,2,1,1,1.2027524182013078,1451,1
0,1,-0.7888002190384014,1,1,1,1,2,0,-1.4594463760648215,2362,0
0,1,0.35136996512244845,0,2,0,0,0,1,0.788964965159943,3146,0
0,0,-1.1552834925186746,2,0,2,0,0,0,-0.9891578250178088,640,0
0,1,-0.3408762181180675,2,0,0,2,0,0,-0.3194536339508612,581,0
0,0,-1.1145631287986442,0,2,0,0,0,1,-0.4590445819648154,1929,0
0,0,-1.1145631287986442,0,2,0,0,0,1,-0.025315564921457354,3190,0
0,1,-1.2774445836787656,0,0,0,0,0,1,0.14418772909548702,5440,1
0,1,1.6137012404433893,2,2,2,2,2,0,0.5131066631323666,4716,0
0,0,-0.3408762181180675,0,0,2,0,0,1,-0.5138838829702976,426,0
0,0,0.3920903288424788,2,0,2,2,2,0,0.6510358141461546,3095,0
0,0,-1.1552834925186746,1,1,1,1,0,0,-1.4860351280674797,6131,0
0,0,1.4508197855632678,2,2,2,2,1,1,1.7428364432552979,6035,0
0,1,0.025607055362205634,1,1,1,1,1,0,-1.4843733310673135,4774,0
1,0,-1.2774445836787656,0,0,0,0,0,1,0.16080569909714826,5448,1
0,0,-0.055833672077855064,0,2,2,0,1,1,1.285842268209614,2662,1
0,0,-1.1552834925186746,0,2,0,0,0,0,0.4383257981248911,2651,1
1,0,1.4915401492832983,0,2,2,2,2,1,1.5018758782312098,5843,0
1,0,0.22920887396235737,0,0,0,0,0,0,0.9966895901807084,3158,0
0,1,-1.1960038562387048,0,2,0,2,0,1,0.5064594751317021,2055,0
0,1,0.6364125111626608,0,2,0,2,2,0,0.4948268961305394,3312,0
0,0,-0.7073594915983407,1,1,1,1,2,0,-1.3148700370503688,3310,0
0,0,-0.30015585439803716,1,1,1,1,1,0,-1.491020519067978,4410,0
1,0,-1.2774445836787656,0,0,0,0,0,0,0.45494376812655235,5910,1
0,0,0.6364125111626608,2,2,0,0,0,1,-0.6634456129852487,1734,0
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.477726143066649,1612,0
0,0,-1.2774445836787656,1,1,1,1,0,0,-1.5142856770703037,1479,0
0,0,0.18848851024232702,0,2,2,0,1,0,0.5081212721318681,2615,0
1,0,1.369379058123207,0,2,2,2,1,1,1.4154624342225712,5546,0
0,0,-0.2594354906780068,2,2,2,0,1,0,-0.562075995975115,355,0
0,0,1.247217966963116,2,2,0,2,1,0,0.2006888271011353,3774,0
0,0,-0.9109613101984924,0,0,2,0,0,0,-1.1719554950360824,2203,1
0,0,-1.2367242199587352,2,0,0,0,0,1,0.19902703010096928,850,1
1,0,-0.5851984004382496,2,0,0,0,0,1,-0.18817167093773737,25,0
0,0,1.2879383306831464,1,1,1,1,2,0,-1.303237458049206,1217,0
1,0,-0.9516816739185228,0,0,0,0,0,1,0.6543594081464871,5838,1
0,1,-0.1779947632379461,1,1,1,1,0,0,-1.479387940066815,4466,0
0,0,-1.2774445836787656,0,0,2,0,0,0,0.358559542116917,5773,0
0,0,-1.1552834925186746,0,0,0,0,0,1,0.6942425361504742,2934,1
1,0,0.22920887396235737,0,2,2,2,1,1,0.179085466098976,2144,1
0,0,1.369379058123207,0,2,2,0,1,0,1.0149693571825356,5075,0
0,0,-1.2774445836787656,0,0,0,0,0,1,0.18240906009930805,5506,0
0,0,-0.5851984004382496,0,0,0,2,0,1,-0.4806479429669752,6341,0
1,0,0.758573602322752,0,0,2,0,0,1,1.0980592071908417,4162,1
0,1,-1.318164947398796,1,1,1,1,2,0,-1.4926823160681442,0,0
0,0,-1.2774445836787656,0,0,0,0,0,0,-0.613591702980265,3906,1
0,1,-0.8295205827584317,1,1,1,1,2,0,-1.5093002860698053,1747,0
0,0,0.35136996512244845,0,2,2,0,0,1,1.3805646972190828,3770,1
0,0,-0.8295205827584317,1,1,1,1,0,0,-1.3215172250510334,2741,0
0,1,0.9214550572028734,1,1,1,1,2,0,-1.477726143066649,153,0
0,0,-1.0331224013585834,0,0,0,0,0,1,0.35191235411625243,4671,0
0,0,-0.8295205827584317,0,0,2,2,0,1,0.8188773111629334,190,1
0,1,1.4508197855632678,2,2,2,2,2,0,0.7723469951582818,5026,0
1,0,-1.1145631287986442,0,0,0,0,0,1,0.611152686142168,3787,1
1,0,0.6771328748826912,0,0,0,0,0,0,-0.6966815529885713,1735,0
0,0,0.3106496014024181,2,2,2,0,1,0,-0.09012564792793624,2172,0
0,0,-0.6666391278783103,1,1,1,1,1,0,-1.4843733310673135,2762,0
0,0,-0.9109613101984924,0,0,0,0,0,1,0.31202922611226586,6070,1
0,0,1.6137012404433893,0,2,2,0,1,1,1.2160467942026365,5681,0
1,0,-1.2367242199587352,0,0,0,0,0,1,0.641065032145158,1428,0
0,1,-0.38159658183809786,1,1,1,1,2,0,-1.4577845790646555,3866,0
1,0,1.5729808767233588,0,2,2,0,1,1,1.3672703212177542,5786,0
0,0,-0.8702409464784621,0,0,2,0,0,1,1.15456030519649,107,1
0,0,-1.2774445836787656,0,0,0,0,0,1,-0.6850489739874083,3737,1
0,0,-0.6666391278783103,0,2,0,2,0,1,-0.36099855895501426,6155,1
0,0,-1.2774445836787656,0,0,0,0,0,1,0.6875953481498096,6210,1
0,0,-0.8295205827584317,0,2,0,0,0,1,0.6743009721484804,6529,0
0,0,0.880734693482843,2,0,0,2,1,0,-0.6867107709875744,2005,0
0,0,1.4508197855632678,0,2,2,2,2,0,0.8454660631655913,5088,0
0,1,-1.1552834925186746,0,0,0,0,0,0,-0.4623681759651477,2027,1
0,1,-1.2774445836787656,0,0,2,0,0,0,-0.18484807693740507,4842,1
0,0,-0.21871512695797646,2,0,0,2,0,0,-0.37595473195650925,854,0
0,0,-0.46303730927815856,1,1,1,1,0,1,-1.4893587220678117,3557,0
0,0,-0.7888002190384014,0,0,2,0,0,1,0.612814483142334,121,1
1,0,1.2879383306831464,0,2,2,2,0,0,0.32864719611392706,4110,0
0,0,-1.2774445836787656,2,2,0,0,0,1,-0.32776261895169184,4492,1
0,0,1.002895784642934,0,2,2,2,2,1,-0.24134917494305336,2842,0
0,0,-0.46303730927815856,2,0,2,0,0,1,1.300798441211109,1890,1
0,0,-0.5444780367182193,1,1,1,1,2,0,-1.4993295040688086,3099,0
0,0,-0.055833672077855064,0,0,2,0,1,1,0.9651154471775519,2540,0
0,0,0.7992939660427822,2,2,2,2,2,1,0.8138919201624348,3938,0
0,0,0.5549717837226001,0,2,2,0,1,1,0.9767480261787151,3753,0
1,0,-0.8702409464784621,2,0,0,0,0,1,-0.304497460949366,4786,0
0,1,0.8400143297628127,2,2,2,0,0,1,-0.533825446972291,2141,0
0,1,-0.8702409464784621,1,1,1,1,0,1,-1.5126238800701375,1346,1
1,0,1.002895784642934,0,2,0,2,0,1,1.3340343812144315,4849,0
1,0,-1.2367242199587352,0,0,0,0,0,1,0.35523594811658493,1030,1
1,0,-1.2367242199587352,2,2,0,0,0,0,-0.32942441595185784,79,1
0,1,1.5729808767233588,1,1,1,1,2,0,-1.491020519067978,705,0
0,1,-1.2774445836787656,1,1,1,1,0,1,-1.5076384890696393,1482,0
0,0,1.4508197855632678,1,1,1,1,2,0,-1.3198554280508674,1100,0
0,0,1.6137012404433893,2,2,2,2,2,0,0.6543594081464871,4935,0
0,0,-1.2367242199587352,1,1,1,1,0,0,-1.5109620830699715,3741,0
1,0,-1.2774445836787656,0,0,0,0,0,1,1.0083221691818711,6442,1
0,0,0.35136996512244845,2,0,2,2,1,1,0.5014740841312035,2885,0
0,1,1.6137012404433893,1,1,1,1,2,0,-1.303237458049206,1439,0
0,0,-1.0738427650786138,0,0,0,0,0,1,0.356897745116751,3718,1
0,1,-1.1552834925186746,0,0,2,0,0,1,0.29873485011093664,2828,1
0,0,-0.8295205827584317,0,0,0,0,0,1,1.0398963121850275,283,1
0,0,1.0436161483629645,2,0,0,2,1,1,0.12092257109316168,3395,0
0,0,-1.0331224013585834,1,1,1,1,0,0,-1.4660935640654862,989,0
0,0,1.3286586944031769,2,0,2,0,0,1,-0.3194536339508612,3167,0
0,0,-1.2774445836787656,0,0,0,0,0,1,0.19404163910047073,5513,0
0,0,0.9621754209229036,1,1,1,1,1,0,-1.4893587220678117,241,0
0,0,-1.1552834925186746,1,1,1,1,0,0,-1.5209328650709681,5665,0
0,1,1.0436161483629645,0,0,0,0,1,1,-0.6867107709875744,2056,0
0,0,1.2064976032430856,0,0,2,2,2,1,1.423771419223402,5460,0
0,0,-0.2594354906780068,2,2,0,0,1,0,-0.10674361792959748,1034,0
0,0,1.2064976032430856,2,2,2,0,0,0,0.8620840331672525,4624,0
0,1,1.0436161483629645,2,2,0,0,1,0,1.1462513201956595,4813,0
0,0,1.4508197855632678,2,2,2,2,2,1,0.895319973170575,5172,0
0,1,1.1657772395230555,2,2,2,0,1,1,1.1944434332004772,4927,0
0,0,0.3920903288424788,0,0,2,2,2,1,0.45494376812655235,2929,0
0,0,-0.5851984004382496,0,0,0,0,0,0,0.6493740171459885,967,0
0,0,0.9621754209229036,1,1,1,1,2,1,-1.502653098069141,161,0
0,0,-1.1552834925186746,0,2,0,0,0,1,0.8039211381614382,3076,1
0,0,-1.1552834925186746,1,1,1,1,0,0,-1.4727407520661506,6102,0
0,1,0.10704778280226633,2,2,0,0,1,0,-0.304497460949366,1646,0
0,1,1.2879383306831464,2,0,0,2,0,1,0.7324638671542947,4451,0
0,0,-0.055833672077855064,1,1,1,1,1,0,-1.4561227820644893,5395,0
1,0,1.4100994218432374,1,1,1,1,2,1,-1.4860351280674797,480,0
0,0,-1.1552834925186746,0,2,0,0,0,0,-0.467353566965646,924,1
1,0,1.5322605130033284,2,2,2,2,2,1,1.624848856243503,5877,0
0,0,-1.1960038562387048,0,0,0,0,0,0,-0.3776165289566755,1454,1
1,0,0.8400143297628127,0,2,0,0,0,1,1.2343265612044643,4601,1
0,1,-1.2367242199587352,2,2,0,2,2,0,-0.17487729493640844,549,0
0,1,-0.13727439951791576,0,0,0,0,0,1,0.7656998071576172,2269,0
0,0,0.5956921474426305,2,0,2,2,2,0,-0.7598298389948839,1450,0
0,1,1.4508197855632678,0,0,0,0,1,1,0.6061672951416694,4696,1
0,1,-0.8295205827584317,2,0,0,0,0,1,0.16911468409797886,6163,0
0,1,-0.9924020376385531,0,2,0,2,0,0,-0.28123230294704044,3424,0
0,0,0.880734693482843,2,2,2,0,0,0,1.4885815022298807,4994,0
0,1,1.4915401492832983,0,2,0,2,2,1,0.9102761461720702,5202,0
0,0,-0.2594354906780068,2,2,0,0,0,1,0.1574821050968162,1348,0
0,0,1.6137012404433893,2,2,2,2,2,1,1.071470455188184,5574,0
